title| body| state| number| assingnee| labels| milestone
Show next set of access key shortcuts immediately|"When a menu is opened with the keyboard, the choices for the next menu keys should be shown immediately. For example, when you press Alt+H, you should see the choices for next keys you can press. Currently, you don't see anything.There is a workaround. If you press Alt+H and then press Alt again, you see the next key choices. The extra key press shouldn't be necessary. If the user presses Alt+H, he's going to want to press another key to do something next. Immediately showing the next menu choices goes way back. It's in the Office Ribbon, It's in the standard Windows pull-down menu. It was in pull-down menus in DOS apps like Quick Basic in the 1980s. I image if you dug out a old copy of Lotus 1-2-3, and pressed '/' (it's menu key), it would show you what you could type next there, too. :-)**Device and Application Information:** - OS Build: 10.0.17763.0 - Architecture: X64 - Application Version: 10.1812.10048.0"|open|378|undefined|[{"id":1243354699,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk5","url":"https://api.github.com/repos/microsoft/calculator/labels/Area:%20Accessibility","name":"Area: Accessibility","color":"ffe1c1","default":false,"description":"Issues with keyboard interactions, screen readers, contrast, font size, and other accessibilty areas"},{"id":1243354698,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Bug","name":"Bug","color":"ee0701","default":false,"description":"Issue is a bug"},{"id":1243554284,"node_id":"MDU6TGFiZWwxMjQzNTU0Mjg0","url":"https://api.github.com/repos/microsoft/calculator/labels/Pri:%202","name":"Pri: 2","color":"EEEEEE","default":false,"description":""},{"id":1243354701,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAx","url":"https://api.github.com/repos/microsoft/calculator/labels/triage%20approved","name":"triage approved","color":"bfe5bf","default":false,"description":"Issue has been approved by Calculator team member"}]|null
UnitConverter: Automatically flip units when users set one to the same type than the other|"## Fixes #266### Description of the changes:- replace `OBSERVABLE_PROPERTY_RW` for Unit1 and Unit2 by custom code.- verify if the new value of `Unit1` is equals to the current value of `Unit2`, if it's the case, set `Unit2` to the former value of `Unit1`. - add unit tests (and adapt existing ones)- [NIT optimization] replace `Unit1` and `Unit2` by `m_Unit1` and `m_Unit2` when possible### How changes were validated:- Manually tested + unit tests"|open|375|joseartrivera|[{"id":1243469398,"node_id":"MDU6TGFiZWwxMjQzNDY5Mzk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Enhancement","name":"Enhancement","color":"84b6eb","default":false,"description":""},{"id":1265286666,"node_id":"MDU6TGFiZWwxMjY1Mjg2NjY2","url":"https://api.github.com/repos/microsoft/calculator/labels/fixing%20approved%20issue","name":"fixing approved issue","color":"bfe5bf","default":false,"description":""},{"id":1316965727,"node_id":"MDU6TGFiZWwxMzE2OTY1NzI3","url":"https://api.github.com/repos/microsoft/calculator/labels/needs%20author%20feedback","name":"needs author feedback","color":"fef2c0","default":false,"description":""}]|null
In scan mode, Narrator is not reading proper information when focus lands on the whole calendar picker control|"**Repro Steps*** Launch Calculator app and Launch narrator* Navigate to Menu and Select Date calculation.* Select Difference between dates from the combo box.* Navigate to From field and press enter.* Date calendar picker will open and select any month by next or previous button.* Now navigate to calendar picker using scan mode (Up arrow key).* Observe the issue.The same issue repro for To calendar picker and From calendar picker in Add or subtract days.**Actual Result**In scan mode, Narrator is reading 'April 10 2019' even though February 2019 is selected when focus lands on the whole control and also reads 'Table exit' on another up arrow navigation.**Expected Result**In scan mode, Narrator should read proper information when focus lands on whole calendar picker control such as Calendar picker popup. We should match behavior of standard CalendarDatePicker Control.**Test Environment**OS Version: Windows 10 Build 18351.1App Name: Calculator App Version: 10.1902.16.0"|open|351|undefined|[{"id":1243354699,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk5","url":"https://api.github.com/repos/microsoft/calculator/labels/Area:%20Accessibility","name":"Area: Accessibility","color":"ffe1c1","default":false,"description":"Issues with keyboard interactions, screen readers, contrast, font size, and other accessibilty areas"},{"id":1243354698,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Bug","name":"Bug","color":"ee0701","default":false,"description":"Issue is a bug"},{"id":1243354700,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAw","url":"https://api.github.com/repos/microsoft/calculator/labels/Pri:%203","name":"Pri: 3","color":"EEEEEE","default":false,"description":""},{"id":1211612173,"node_id":"MDU6TGFiZWwxMjExNjEyMTcz","url":"https://api.github.com/repos/microsoft/calculator/labels/help%20wanted","name":"help wanted","color":"008672","default":true,"description":"Issues identified as good community contribution opportunities"},{"id":1243354701,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAx","url":"https://api.github.com/repos/microsoft/calculator/labels/triage%20approved","name":"triage approved","color":"bfe5bf","default":false,"description":"Issue has been approved by Calculator team member"}]|null
Narrator is not reading changed date confirmation once 'Add/Subtract' radio button is selected|"**Repro Steps*** Launch Calculator app and Launch narrator.* Navigate to Menu and Select Date calculation.* Select Add or Subtract days from the combo box.* Navigate to From field and select some value.* Select Add radio button and navigate to Year, date and month combo box and select some values and observe narrator reading the changed date information.* Now navigate to Subtract radio button and select.* Date will change and observe the narrator announcement.**Actual Result**Narrator is not reading changed date confirmation once Add/Subtract radio button is selected.**Expected Result**Narrator should read changed date confirmation once Add/Subtract radio button is selected.**Test Environment**OS Version: Windows 10 Build 18351.1App Name: Calculator App Version: 10.1902.16.0"|open|350|undefined|[{"id":1243354699,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk5","url":"https://api.github.com/repos/microsoft/calculator/labels/Area:%20Accessibility","name":"Area: Accessibility","color":"ffe1c1","default":false,"description":"Issues with keyboard interactions, screen readers, contrast, font size, and other accessibilty areas"},{"id":1243354698,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Bug","name":"Bug","color":"ee0701","default":false,"description":"Issue is a bug"},{"id":1243354700,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAw","url":"https://api.github.com/repos/microsoft/calculator/labels/Pri:%203","name":"Pri: 3","color":"EEEEEE","default":false,"description":""},{"id":1211612173,"node_id":"MDU6TGFiZWwxMjExNjEyMTcz","url":"https://api.github.com/repos/microsoft/calculator/labels/help%20wanted","name":"help wanted","color":"008672","default":true,"description":"Issues identified as good community contribution opportunities"},{"id":1243354701,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAx","url":"https://api.github.com/repos/microsoft/calculator/labels/triage%20approved","name":"triage approved","color":"bfe5bf","default":false,"description":"Issue has been approved by Calculator team member"}]|null
Border outline of 'Icons' in the Menu list items are not following the High Contrast standards on mouse hovering|"**Repro Steps*** Set theme to High Contrast Black or White.* Launch Calculator app.* Navigate to 'Open navigation' button and activate it.* Hover the mouse on the menu list items in High Contrast Black/White theme.* Observe the issue.**Actual Result**Border outline of 'Icons' in the Menu list items are not following the High Contrast standards on mouse hovering.**Expected Result**Border outline of 'Icons' in the Menu list items should follow the High Contrast standards on mouse hovering.![image](https://user-images.githubusercontent.com/1414423/54739401-34c39300-4b75-11e9-8650-f2cf774c8be1.png)**Test Environment**OS Version: Windows 10 Build 18351.1App Name: Calculator App Version: 10.1902.16.0"|open|348|undefined|[{"id":1243354699,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk5","url":"https://api.github.com/repos/microsoft/calculator/labels/Area:%20Accessibility","name":"Area: Accessibility","color":"ffe1c1","default":false,"description":"Issues with keyboard interactions, screen readers, contrast, font size, and other accessibilty areas"},{"id":1243354698,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Bug","name":"Bug","color":"ee0701","default":false,"description":"Issue is a bug"},{"id":1243354700,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAw","url":"https://api.github.com/repos/microsoft/calculator/labels/Pri:%203","name":"Pri: 3","color":"EEEEEE","default":false,"description":""},{"id":1211612173,"node_id":"MDU6TGFiZWwxMjExNjEyMTcz","url":"https://api.github.com/repos/microsoft/calculator/labels/help%20wanted","name":"help wanted","color":"008672","default":true,"description":"Issues identified as good community contribution opportunities"},{"id":1243354701,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAx","url":"https://api.github.com/repos/microsoft/calculator/labels/triage%20approved","name":"triage approved","color":"bfe5bf","default":false,"description":"Issue has been approved by Calculator team member"}]|null
Temperature unit conversion does not work for temperature intervals|"**Problem Statement**'We wish to limit global temperature rise to 4 degrees Celsius.'The above cannot be converted in calculator to'We wish to limit global temperature rise to 7.2 degrees Fahrenheit.'**Evidence or User Insights**It is acceptable usage to talk about temperature intervals in degrees Celsius and degrees Fahrenheit, and it should be possible to use temperature intervals rather than a specific temperature on the Celsius or Fahrenheit scales.  Failure to make this available will have our poor American colleagues misunderstanding that we are not talking about limiting global temperature rise to 39.2 degrees Fahrenheit!**Proposal**Either:a) Where there is currently a single option for 'Temperature' in the hamburger, have two: Temperature (Interval) or Temperature (Scale).b) Keep the single option for 'Temperature' in the hamburger, then have a separate radio button along the lines of 'Interval (referring to the difference between two temperatures)' and 'Scale (referring to what temperature an object is)'My preference would be b).**Goals**Stop people incorrectly converting units when they are talking about a temperature interval.**Non-Goals**We are not submitting a bug to upstream governments to ban the use of Celsius and Fahrenheit.  While we would all eventually get used to saying 'it's 270 Kelvin out!', it is more common to know when you are talking about a scale and when you are talking about an interval."|open|347|undefined|[{"id":1243469398,"node_id":"MDU6TGFiZWwxMjQzNDY5Mzk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Enhancement","name":"Enhancement","color":"84b6eb","default":false,"description":""},{"id":1211612173,"node_id":"MDU6TGFiZWwxMjExNjEyMTcz","url":"https://api.github.com/repos/microsoft/calculator/labels/help%20wanted","name":"help wanted","color":"008672","default":true,"description":"Issues identified as good community contribution opportunities"},{"id":1376241572,"node_id":"MDU6TGFiZWwxMzc2MjQxNTcy","url":"https://api.github.com/repos/microsoft/calculator/labels/needs%20spec","name":"needs spec","color":"fef2c0","default":false,"description":""}]|null
Move away from CppUnitTest.h to a more standard unit testing framework|"With calculator ~~now~~soon being [halfway](https://github.com/Microsoft/calculator/issues/212) [cross-platform](https://github.com/Microsoft/calculator/issues/211) would you consider moving away from CppUnitTest.h to something more standard, at least for the `CalcManager` part?Three frameworks come to my mind:* Google Test* Catch2* Boost TestI'm sure there are many others as well."|open|340|undefined|[{"id":1449049743,"node_id":"MDU6TGFiZWwxNDQ5MDQ5NzQz","url":"https://api.github.com/repos/microsoft/calculator/labels/needs%20attention","name":"needs attention","color":"e99695","default":false,"description":""},{"id":1261658739,"node_id":"MDU6TGFiZWwxMjYxNjU4NzM5","url":"https://api.github.com/repos/microsoft/calculator/labels/question","name":"question","color":"eae425","default":true,"description":""}]|null
Add Graphing Mode|"> This feature is in pre-production. Contribute to the in-progress spec **[here](https://github.com/Microsoft/calculator-specs/tree/graphingmode/active/GraphingMode)**.**Problem Statement**High school algebra is the gateway to mathematics and all other disciplines of STEM. However, algebra is the single most failed course in high school, as well as the most failed course in community college ([Washington Post](https://www.washingtonpost.com/news/answer-sheet/wp/2017/09/15/of-course-algebra-is-important-its-also-a-huge-problem/)). Graphing capabilities in their daily tools are essential for students who are beginning to explore linear algebra as early as 8th grade. Physical graphing calculators can be expensive, software solutions require licenses and configuration by school IT departments, and online solutions are not always an option. At present, Windows Calculator does not currently have the needed functionality to meet the demands of students.**Evidence or User Insights**Graphing calculator provides an accessible and engaging method for students and teachers to learn and teach. Research has shown that graphing calculators foster conceptual understanding of developmental math students (Hopkins & Amelia, 1998; Laughbaum, 2002, 2003; Shore & Shore, 2003) by:* Increased speed * Opportunity to study rich mathematics through technology* Make connections through different data representations* Deeper understanding on “why”Graphing Calculator is also the top requested feature in [Feedback Hub](https://aka.ms/AA43wie).**Proposal**Empower students to learn mathematics by improving conceptual understanding and attitudes towards math by adding graphing support to Windows Calculator targeting grades 8-12 students and teachers (math/physics). With graphing calculator, we can improve learning outcomes of students by increasing engagement and visualization of math equations.**Goals*** Provide a great baseline graphing calculator experience in Windows Calculator* Support all [US common core math curriculum](http://www.corestandards.org/Math/), including:  * Ability to build and interpret functions  * Understand linear, quadratic, and exponential models  * Trigonometric functions  * Reason with equations and inequalities**Non-Goals*** Support advanced calculus or statistics functionality* Parity with more advanced graphing solutions **User Cans*** Users can enter an equation so that it can be viewed on the graph.* Users can enter multiple equations so that they can compare plots against each other and see the interactions between the lines.* Users can edit equations so that they can see how changes affect the plot and correct mistakes.* Users can change the graph viewing window so that they can see different parts of the plot at different levels of detail.* Users can change line visual options so that they can clearly differentiate between multiple plots.* Users can export graphs so that they can share it with others or incorporate into Office/Teams.* Users can easily manipulate secondary variables in equations so that they can quickly understand how changes to equations affect the graph. * Users can see traceable key graph features (KGF) as nodes/dots on the equations, and summon other KGFs in a list so that they can better understand the important features of a given function.* Users can trace plots so that they can better understand the relationship between variables in the equation on the graph.**Low-Fidelity Concept**![image](https://user-images.githubusercontent.com/1414423/54637871-e3b58100-4a46-11e9-9a2b-2c46b4972cb8.png)"|open|338|grochocki|[{"id":1243469398,"node_id":"MDU6TGFiZWwxMjQzNDY5Mzk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Enhancement","name":"Enhancement","color":"84b6eb","default":false,"description":""},{"id":1243554125,"node_id":"MDU6TGFiZWwxMjQzNTU0MTI1","url":"https://api.github.com/repos/microsoft/calculator/labels/Pri:%201","name":"Pri: 1","color":"EEEEEE","default":false,"description":""},{"id":1243553616,"node_id":"MDU6TGFiZWwxMjQzNTUzNjE2","url":"https://api.github.com/repos/microsoft/calculator/labels/Swag:%20XL%20(1+%20months)","name":"Swag: XL (1+ months)","color":"d4c5f9","default":false,"description":""},{"id":1376241572,"node_id":"MDU6TGFiZWwxMzc2MjQxNTcy","url":"https://api.github.com/repos/microsoft/calculator/labels/needs%20spec","name":"needs spec","color":"fef2c0","default":false,"description":""}]|null
Support more numeral systems|"**Problem Statement**Calculator only supports English (Western) numeral. If I change my keyboard layout and **enter** (or **paste**) Persian numeral, it simply does nothing!**Proposal**Support more numeral systems as input, but **show** them as English (Western) numeral.Examples: [Hindu–Arabic numeral system](https://en.wikipedia.org/wiki/Hindu–Arabic_numeral_system#Glyph_comparison)`0 = ۰` `1 = ۱` `2 = ۲` `3 = ۳` `4 = ۴` `5 = ۵` `6 = ۶` `7 = ۷` `8 = ۸` `9 = ۹`**Goals**I can enter digits with any keyboard layout, pretty fast, no worries."|open|322|undefined|[{"id":1243469398,"node_id":"MDU6TGFiZWwxMjQzNDY5Mzk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Enhancement","name":"Enhancement","color":"84b6eb","default":false,"description":""},{"id":1376241572,"node_id":"MDU6TGFiZWwxMzc2MjQxNTcy","url":"https://api.github.com/repos/microsoft/calculator/labels/needs%20spec","name":"needs spec","color":"fef2c0","default":false,"description":""}]|null
Focus moves to 'Clear all memory' button after activating 'Clear memory item' from the context menu of 'Memory' list item.|"**Repro Steps*** Launch Calculator app.* Navigate to Memory list item and open the context menu using Shift + F10 keys or application key.* Navigate to Clear memory item and press enter.* Observe the issue.**Actual Result**Focus moves to 'Clear all memory' button after activating 'Clear memory item' in first list item.**Expected Result**Focus should move to the next memory item after activating 'Clear memory item'. For e.g., if first memory item is cleared using 'Clear memory item' then focus should move to the second memory item.App Version: 10.1902.16.0"|open|312|undefined|[{"id":1243354699,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk5","url":"https://api.github.com/repos/microsoft/calculator/labels/Area:%20Accessibility","name":"Area: Accessibility","color":"ffe1c1","default":false,"description":"Issues with keyboard interactions, screen readers, contrast, font size, and other accessibilty areas"},{"id":1243354698,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Bug","name":"Bug","color":"ee0701","default":false,"description":"Issue is a bug"},{"id":1243354700,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAw","url":"https://api.github.com/repos/microsoft/calculator/labels/Pri:%203","name":"Pri: 3","color":"EEEEEE","default":false,"description":""},{"id":1211612173,"node_id":"MDU6TGFiZWwxMjExNjEyMTcz","url":"https://api.github.com/repos/microsoft/calculator/labels/help%20wanted","name":"help wanted","color":"008672","default":true,"description":"Issues identified as good community contribution opportunities"},{"id":1243354701,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAx","url":"https://api.github.com/repos/microsoft/calculator/labels/triage%20approved","name":"triage approved","color":"bfe5bf","default":false,"description":"Issue has been approved by Calculator team member"}]|null
Inaccurate results for trigonometric functions with exact results|"<!--Before filing a bug- Ensure the bug reproduces on the latest version of the app.- Search existing issues and make sure this issue is not already filed.-->**Describe the bug**The below examples of the trigonometric functions show a correct result at first. However, subtracting that result from itself results in a non-zero value, which shows that the results are represented as incorrect approximations internally, when it should be an exact result.In DEG mode:arcsin(1) - 90 != 0sin(30) - 0.5 != 0In RAD mode:sin(π/2) - 1 != 0but interestingly: cos(±π) + 1 == 0This is a new issue spawned from the similar issue #222. **Steps To Reproduce**1. Try the above calculations in scientific mode**Expected behavior**Exact internal representation and result 0 for above calculations.**Device and Application Information (please complete the following information):*** OS Build: 10 0 17763 0* Architecture: X64* Application Version: 10.1812.10048.0"|open|309|undefined|[{"id":1243464566,"node_id":"MDU6TGFiZWwxMjQzNDY0NTY2","url":"https://api.github.com/repos/microsoft/calculator/labels/Area:%20User%20Experience","name":"Area: User Experience","color":"ffe1c1","default":false,"description":"Issue primarily affects end user expereince and are not covered by other areas"},{"id":1243354698,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Bug","name":"Bug","color":"ee0701","default":false,"description":"Issue is a bug"},{"id":1243554284,"node_id":"MDU6TGFiZWwxMjQzNTU0Mjg0","url":"https://api.github.com/repos/microsoft/calculator/labels/Pri:%202","name":"Pri: 2","color":"EEEEEE","default":false,"description":""},{"id":1211612173,"node_id":"MDU6TGFiZWwxMjExNjEyMTcz","url":"https://api.github.com/repos/microsoft/calculator/labels/help%20wanted","name":"help wanted","color":"008672","default":true,"description":"Issues identified as good community contribution opportunities"},{"id":1243354701,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAx","url":"https://api.github.com/repos/microsoft/calculator/labels/triage%20approved","name":"triage approved","color":"bfe5bf","default":false,"description":"Issue has been approved by Calculator team member"}]|null
Images shipped with the product can be further optimized|"The public Calculator repo replaces the product assets with 'dev' versions.  As of #229, the dev assets were optimized, resulting in some amount of space savings.  As these assets are not shipped to the Store, the PR had no impact on the final product.  This issue is to track the work involved in applying the same optimizations to the product assets as part of our internal process."|open|307|joseartrivera|[{"id":1243463551,"node_id":"MDU6TGFiZWwxMjQzNDYzNTUx","url":"https://api.github.com/repos/microsoft/calculator/labels/Area:%20Performance","name":"Area: Performance","color":"ffe1c1","default":false,"description":""},{"id":1243354698,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Bug","name":"Bug","color":"ee0701","default":false,"description":"Issue is a bug"},{"id":1243354700,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAw","url":"https://api.github.com/repos/microsoft/calculator/labels/Pri:%203","name":"Pri: 3","color":"EEEEEE","default":false,"description":""},{"id":1243354701,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAx","url":"https://api.github.com/repos/microsoft/calculator/labels/triage%20approved","name":"triage approved","color":"bfe5bf","default":false,"description":"Issue has been approved by Calculator team member"}]|null
[Date Converter] The Month Output Is Displaying in English When Set To a Different Language.|"**Pre-Conditions**Set PC to a RtL language such as Hebrew for the primary display language.**Repro Steps*** Launch the Calculator build 10.1902.20.0.* Confirm the app is being displayed in a RtL language such as Hebrew.* Use the app menu to navigate to Date Converter.* Select difference between dates, or the top field.* Observe while most of the app while display in a different language the output for the two container fields will show the month being displayed in English, such as March 13, 2019.* Select any of the two containers.* Observe in the drop down menu for the containers the month is displayed in the primary language.* Navigate to Add and Subtract dates or the bottom field at the top of the app. * Observe the output for the answer field at the bottom is displaying the day and month in * English while the rest of the app is in a different language. ![image](https://user-images.githubusercontent.com/1414423/54409222-e1e46a00-46a2-11e9-833b-39135417db65.png)"|open|302|undefined|[{"id":1243464233,"node_id":"MDU6TGFiZWwxMjQzNDY0MjMz","url":"https://api.github.com/repos/microsoft/calculator/labels/Area:%20World-Readiness","name":"Area: World-Readiness","color":"ffe1c1","default":false,"description":""},{"id":1243354698,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Bug","name":"Bug","color":"ee0701","default":false,"description":"Issue is a bug"},{"id":1243354700,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAw","url":"https://api.github.com/repos/microsoft/calculator/labels/Pri:%203","name":"Pri: 3","color":"EEEEEE","default":false,"description":""},{"id":1252062018,"node_id":"MDU6TGFiZWwxMjUyMDYyMDE4","url":"https://api.github.com/repos/microsoft/calculator/labels/needs%20more%20info","name":"needs more info","color":"fef2c0","default":false,"description":"Issue requires more information from poster"},{"id":1243354701,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAx","url":"https://api.github.com/repos/microsoft/calculator/labels/triage%20approved","name":"triage approved","color":"bfe5bf","default":false,"description":"Issue has been approved by Calculator team member"}]|null
Fix wrong results after pow and sqrt|"## Fixes #222.### Description of the changes:- Pow is calculated for Numerator and Denominator separately to avoid rounding difference- gcdrat fixed to not accept result if optimization caused change in numeric value### How changes were validated:- new automated tests added"|open|297|rudyhuyn|[{"id":1265286666,"node_id":"MDU6TGFiZWwxMjY1Mjg2NjY2","url":"https://api.github.com/repos/microsoft/calculator/labels/fixing%20approved%20issue","name":"fixing approved issue","color":"bfe5bf","default":false,"description":""},{"id":1316965727,"node_id":"MDU6TGFiZWwxMzE2OTY1NzI3","url":"https://api.github.com/repos/microsoft/calculator/labels/needs%20author%20feedback","name":"needs author feedback","color":"fef2c0","default":false,"description":""}]|null
Update project setting to tell compiler source code is UTF-8|"Mentioned by @jlaanstra in #257:> You can tell the compiler that source is UTF-8 using https://docs.microsoft.com/en-us/cpp/build/reference/utf-8-set-source-and-executable-character-sets-to-utf-8?view=vs-2017"|open|295|undefined|[{"id":1243354698,"node_id":"MDU6TGFiZWwxMjQzMzU0Njk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Bug","name":"Bug","color":"ee0701","default":false,"description":"Issue is a bug"},{"id":1243354700,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAw","url":"https://api.github.com/repos/microsoft/calculator/labels/Pri:%203","name":"Pri: 3","color":"EEEEEE","default":false,"description":""},{"id":1273734578,"node_id":"MDU6TGFiZWwxMjczNzM0NTc4","url":"https://api.github.com/repos/microsoft/calculator/labels/codebase%20quality","name":"codebase quality","color":"E6B33D","default":false,"description":"Issues that are not bugs, but still might be worth improving (eg, code hygiene or maintainability)"},{"id":1211612173,"node_id":"MDU6TGFiZWwxMjExNjEyMTcz","url":"https://api.github.com/repos/microsoft/calculator/labels/help%20wanted","name":"help wanted","color":"008672","default":true,"description":"Issues identified as good community contribution opportunities"},{"id":1243354701,"node_id":"MDU6TGFiZWwxMjQzMzU0NzAx","url":"https://api.github.com/repos/microsoft/calculator/labels/triage%20approved","name":"triage approved","color":"bfe5bf","default":false,"description":"Issue has been approved by Calculator team member"}]|null
Use voice input in calculator|"There are many keyboards which don't have Numpad. So add voice assistant to use in the calculator. the result can be in text or in voice. <!--See https://github.com/Microsoft/calculator/blob/master/docs/NewFeatureProcess.md forsuggestions on how to write a good feature pitch. Just want to submit an idea quickly? Try FeedbackHub instead: https://insider.windows.com/en-us/fb/?contextid=130-->**Problem Statement**<!-- What problem are we trying to solve? Who’s the target audience? Is there a customer need orpain point we need to remedy? Is there a business goal or metric we are trying to improve? Do wehave a hypothesis we want to prove or disprove? -->it is very difficult for many users to use a calculator without numpad. In addition, there are many users wants to use calculator using voice assistant. In the future, even a blind person can use a calculator without any hesitation.**Evidence or User Insights**<!-- Why should we do this? Potential sources of data: Feedback Hub, other GitHub issues, otheranecdotes from listening to customers in person or online request from another team, telemetrydata, user research, market or competitive research -->**Proposal**<!-- How will the solution/feature help us solve the problem? How will it meet the targetaudience’s needs? If there are business goals or metrics, how does this improve them? -->Cortona is already enabled in the windows. in use case scenario, a user can say 'hey Cortona open basic calculator.  add five and seven and then multiply with nine.' the voice assistant can tell the answer in voice and text. Furthermore, the result can be upload to other applications. In the best scenario, you should make an API that can be used in the calculator instead of implemented from scratch.**Goals**<!-- What you want to accomplish with this feature. Typical examples include“User Can *perform some task*” -->- Input using the voice assistant- The result should be based on text and voice - Share/upload the results in other application like excel/word**Non-Goals**<!-- Things we are explicitly not doing or supporting or that are out of scope, including reasonswhy. -->**Low-Fidelity Concept**<!-- Show as much of the experience as needed to explain the idea. This can be as simple as anapkin drawing but can also be a code prototype, a PowerPoint walkthrough, or a designcomp. -->"|open|288|undefined|[{"id":1243469398,"node_id":"MDU6TGFiZWwxMjQzNDY5Mzk4","url":"https://api.github.com/repos/microsoft/calculator/labels/Enhancement","name":"Enhancement","color":"84b6eb","default":false,"description":""},{"id":1211612173,"node_id":"MDU6TGFiZWwxMjExNjEyMTcz","url":"https://api.github.com/repos/microsoft/calculator/labels/help%20wanted","name":"help wanted","color":"008672","default":true,"description":"Issues identified as good community contribution opportunities"},{"id":1376241572,"node_id":"MDU6TGFiZWwxMzc2MjQxNTcy","url":"https://api.github.com/repos/microsoft/calculator/labels/needs%20spec","name":"needs spec","color":"fef2c0","default":false,"description":""}]|null
